1000093.06	 112365.75	 160.59	
1000093.05	 112365.75	 160.53	
1000093.06	 112365.75	 160.47	
1000093.06	 112365.75	 160.41	
1000093.06	 112365.75	 160.34	
1000093.07	 112365.75	 160.28	
1000093.07	 112365.75	 160.22	
1000093.07	 112365.75	 160.16	
1000093.06	 112365.75	 160.10	
1000093.04	 112365.80	 160.63	
1000092.98	 112365.77	 160.60	
1000092.98	 112365.77	 160.53	
1000092.99	 112365.77	 160.47	
1000092.99	 112365.77	 160.41	
1000092.99	 112365.77	 160.35	
1000092.99	 112365.77	 160.29	
1000093.00	 112365.77	 160.22	
1000093.00	 112365.78	 160.16	
1000093.00	 112365.77	 160.10	
1000093.09	 112365.89	 160.68	
1000092.98	 112365.83	 160.67	
1000092.96	 112365.82	 160.61	
1000092.91	 112365.79	 160.57	
1000092.91	 112365.79	 160.51	
1000092.92	 112365.79	 160.44	
1000092.92	 112365.79	 160.38	
1000092.92	 112365.80	 160.32	
1000092.92	 112365.80	 160.26	
1000092.92	 112365.80	 160.20	
1000092.92	 112365.80	 160.13	
1000093.07	 112365.94	 160.69	
1000092.96	 112365.88	 160.67	
1000092.90	 112365.85	 160.63	
1000092.85	 112365.82	 160.60	
1000092.84	 112365.82	 160.54	
1000092.85	 112365.82	 160.47	
1000092.85	 112365.82	 160.41	
1000092.85	 112365.82	 160.35	
1000092.86	 112365.82	 160.29	
1000092.86	 112365.82	 160.22	
1000092.85	 112365.82	 160.16	
1000092.86	 112365.82	 160.10	
1000093.00	 112365.90	 159.62	
1000092.86	 112365.82	 159.61	
1000092.70	 112365.73	 159.61	
1000092.59	 112365.68	 159.59	
1000092.94	 112365.87	 156.65	
1000092.85	 112365.82	 156.62	
1000092.85	 112365.82	 156.56	
1000092.85	 112365.82	 156.51	
1000092.85	 112365.82	 156.44	
1000092.85	 112365.82	 156.39	
1000092.85	 112365.82	 156.33	
1000092.85	 112365.82	 156.27	
1000092.85	 112365.82	 156.21	
1000092.85	 112365.82	 156.15	
1000092.85	 112365.82	 156.09	
1000092.85	 112365.82	 156.03	
1000092.85	 112365.82	 155.97	
1000092.85	 112365.82	 155.92	
1000092.85	 112365.82	 155.85	
1000093.16	 112365.99	 155.41	
1000092.96	 112365.88	 155.41	
1000092.77	 112365.77	 155.41	
1000092.59	 112365.67	 155.41	
1000092.92	 112365.86	 152.49	
1000092.91	 112365.86	 152.44	
1000092.83	 112365.81	 152.40	
1000092.83	 112365.81	 152.34	
1000092.83	 112365.81	 152.29	
1000092.83	 112365.81	 152.23	
1000092.83	 112365.81	 152.17	
1000092.83	 112365.81	 152.12	
1000092.83	 112365.81	 152.06	
1000092.83	 112365.81	 152.00	
1000092.84	 112365.81	 151.94	
1000092.84	 112365.81	 151.89	
1000092.84	 112365.81	 151.83	
1000092.84	 112365.81	 151.77	
1000092.84	 112365.81	 151.72	
1000092.84	 112365.82	 151.66	
1000092.84	 112365.82	 151.60	
1000093.08	 112365.95	 151.21	
1000093.01	 112365.97	 160.69	
1000092.91	 112365.91	 160.68	
1000092.83	 112365.87	 160.64	
1000092.77	 112365.84	 160.60	
1000092.78	 112365.84	 160.54	
1000092.77	 112365.84	 160.48	
1000092.78	 112365.84	 160.42	
1000092.78	 112365.84	 160.36	
1000092.78	 112365.84	 160.29	
1000092.79	 112365.85	 160.23	
1000092.79	 112365.85	 160.17	
1000092.79	 112365.85	 160.11	
1000093.11	 112366.02	 159.62	
1000092.95	 112365.94	 159.62	
1000092.80	 112365.85	 159.61	
1000092.64	 112365.76	 159.62	
1000092.52	 112365.70	 159.60	
1000092.87	 112365.89	 156.66	
1000092.78	 112365.84	 156.63	
1000092.78	 112365.84	 156.57	
1000092.78	 112365.84	 156.51	
1000092.77	 112365.84	 156.45	
1000092.78	 112365.84	 156.39	
1000092.78	 112365.84	 156.33	
1000092.78	 112365.84	 156.27	
1000092.78	 112365.84	 156.21	
1000092.78	 112365.84	 156.15	
1000092.78	 112365.84	 156.10	
1000092.78	 112365.84	 156.04	
1000092.78	 112365.84	 155.98	
1000092.78	 112365.84	 155.92	
1000092.78	 112365.84	 155.86	
1000093.10	 112366.02	 155.41	
1000092.90	 112365.91	 155.41	
1000092.71	 112365.80	 155.41	
1000092.52	 112365.70	 155.41	
1000092.86	 112365.88	 152.49	
1000092.84	 112365.88	 152.44	
1000092.76	 112365.83	 152.40	
1000092.76	 112365.83	 152.34	
1000092.76	 112365.83	 152.29	
1000092.76	 112365.83	 152.23	
1000092.76	 112365.83	 152.17	
1000092.76	 112365.83	 152.11	
1000092.76	 112365.83	 152.06	
1000092.76	 112365.84	 152.00	
1000092.76	 112365.84	 151.94	
1000092.77	 112365.84	 151.89	
1000092.77	 112365.84	 151.83	
1000092.77	 112365.84	 151.77	
1000092.77	 112365.84	 151.72	
1000092.77	 112365.84	 151.66	
1000092.77	 112365.84	 151.60	
1000093.26	 112366.11	 151.22	
1000093.01	 112365.97	 151.21	
1000093.05	 112366.05	 160.71	
1000092.94	 112365.99	 160.69	
1000092.82	 112365.93	 160.67	
1000092.76	 112365.89	 160.63	
1000092.71	 112365.86	 160.59	
1000092.71	 112365.86	 160.53	
1000092.71	 112365.86	 160.47	
1000092.71	 112365.86	 160.41	
1000092.71	 112365.86	 160.35	
1000092.71	 112365.87	 160.28	
1000092.71	 112365.87	 160.22	
1000092.71	 112365.86	 160.16	
1000092.71	 112365.87	 160.10	
1000093.12	 112366.09	 159.64	
1000093.02	 112366.03	 159.62	
1000092.86	 112365.95	 159.62	
1000092.71	 112365.86	 159.62	
1000092.56	 112365.78	 159.61	
1000092.45	 112365.72	 159.59	
1000092.80	 112365.91	 156.65	
1000092.71	 112365.86	 156.62	
1000092.70	 112365.86	 156.56	
1000092.71	 112365.86	 156.50	
1000092.71	 112365.86	 156.44	
1000092.71	 112365.87	 156.38	
1000092.71	 112365.86	 156.32	
1000092.71	 112365.86	 156.26	
1000092.71	 112365.87	 156.20	
1000092.71	 112365.86	 156.14	
1000092.71	 112365.87	 156.09	
1000092.71	 112365.86	 156.03	
1000092.71	 112365.87	 155.97	
1000092.71	 112365.87	 155.91	
1000092.71	 112365.87	 155.85	
1000093.15	 112366.11	 155.43	
1000092.99	 112366.02	 155.41	
1000092.80	 112365.91	 155.41	
1000092.61	 112365.81	 155.41	
1000092.44	 112365.72	 155.40	
1000092.79	 112365.91	 152.48	
1000092.70	 112365.86	 152.44	
1000092.69	 112365.85	 152.39	
1000092.69	 112365.85	 152.33	
1000092.69	 112365.85	 152.27	
1000092.69	 112365.86	 152.22	
1000092.69	 112365.85	 152.16	
1000092.69	 112365.86	 152.10	
1000092.69	 112365.86	 152.04	
1000092.69	 112365.86	 151.99	
1000092.69	 112365.86	 151.93	
1000092.70	 112365.86	 151.87	
1000092.70	 112365.86	 151.82	
1000092.70	 112365.86	 151.76	
1000092.70	 112365.86	 151.70	
1000092.70	 112365.86	 151.65	
1000092.70	 112365.86	 151.59	
1000093.23	 112366.15	 151.42	
1000093.23	 112366.15	 151.37	
1000093.22	 112366.15	 151.31	
1000093.23	 112366.15	 151.25	
1000093.10	 112366.08	 151.22	
1000092.87	 112365.96	 151.21	
1000093.06	 112366.12	 160.72	
1000092.94	 112366.06	 160.70	
1000092.83	 112366.00	 160.68	
1000092.72	 112365.93	 160.67	
1000092.69	 112365.92	 160.62	
1000092.63	 112365.89	 160.58	
1000092.64	 112365.89	 160.52	
1000092.64	 112365.89	 160.46	
1000092.63	 112365.89	 160.40	
1000092.64	 112365.89	 160.33	
1000092.64	 112365.89	 160.27	
1000092.64	 112365.89	 160.21	
